Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409		0	True
Q9Y6Q9	Homo sapiens	Metazoa	1424		0	False
Q9HCN4	Homo sapiens	Metazoa	374		0	False
Q9Y2Z9	Homo sapiens	Metazoa	468		0	False
Q54LT0	Dictyostelium discoideum	Other	275		0	False
Q9EPI8	Rattus norvegicus	Metazoa	374		0	False
Q9Z2S7	Mus musculus	Metazoa	137		0	False
Q8BMI0	Mus musculus	Metazoa	1194		0	False
Q9STX3	Arabidopsis thaliana	Viridiplantae	151		0	False
Q9LS02	Arabidopsis thaliana	Viridiplantae	253		0	False
Q9SWI1	Arabidopsis thaliana	Viridiplantae	439		0	False
Q42588	Arabidopsis thaliana	Viridiplantae	314		0	False
Q9FGR0	Arabidopsis thaliana	Viridiplantae	1442		0	False
Q96Q15	Homo sapiens	Metazoa	3661		0	False
Q86Y97	Homo sapiens	Metazoa	462		0	False
P62942	Homo sapiens	Metazoa	108		0	False
Q9UBT7	Homo sapiens	Metazoa	734		0	False
Q6ZSB9	Homo sapiens	Metazoa	765		0	False
Q9SAL0	Arabidopsis thaliana	Viridiplantae	401		0	False
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59		0	True
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602		0	False
P36121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282		0	False
O80386	Arabidopsis thaliana	Viridiplantae	1058		0	False
Q9P6M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		0	False
O59676	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	359		0	False
P43558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		0	False
P80680	Zea mays	Viridiplantae	97		0	False
P51810	Homo sapiens	Metazoa	404		0	True
Q3TQ03	Mus musculus	Metazoa	375		0	False
P53034	Drosophila melanogaster	Metazoa	331		0	False
P11178	Bos taurus	Metazoa	455		0	False
B4XT64	Oryza sativa subsp. japonica	Viridiplantae	582		0	False
P38927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245		0	False
Q9UPZ3	Homo sapiens	Metazoa	1129		0	False
Q969X0	Homo sapiens	Metazoa	211		0	False
Q1ENB6	Arabidopsis thaliana	Viridiplantae	484		0	False
Q8C0V1	Mus musculus	Metazoa	768		0	False
P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575		0	False
Q80US8	Mus musculus	Metazoa	206		0	False
P35183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429		0	False
O35144	Mus musculus	Metazoa	541		0	False
P60879	Mus musculus	Metazoa	206		0	False
Q02888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	182		0	False
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174		0	False
P97931	Mus musculus	Metazoa	306		0	False
Q9NYP3	Homo sapiens	Metazoa	566		0	False
P53969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		0	False
Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694		0	False
Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260		0	False
Q8RXA7	Arabidopsis thaliana	Viridiplantae	1187		0	False
Q8RWV3	Arabidopsis thaliana	Viridiplantae	416		0	False
P59942	Homo sapiens	Metazoa	119		0	False
Q9S7Z2	Arabidopsis thaliana	Viridiplantae	319		0	False
Q9USP9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	589		0	False
Q8WVQ1	Homo sapiens	Metazoa	401		0	True
Q15004	Homo sapiens	Metazoa	111		0	False
P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597		0	False
Q3TH73	Mus musculus	Metazoa	532		0	True
Q8K585	Rattus norvegicus	Metazoa	107		0	False
Q86MD3	Caenorhabditis elegans	Metazoa	509		0	False
Q9HA38	Homo sapiens	Metazoa	289		0	False
Q5SXA9	Mus musculus	Metazoa	1104		0	False
P34260	Caenorhabditis elegans	Metazoa	603		0	False
Q8IBN8	Plasmodium falciparum (isolate 3D7)	Other	899		0	False
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368		0	False
Q05043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		0	False
Q94920	Drosophila melanogaster	Metazoa	282		0	False
Q9Y5B0	Homo sapiens	Metazoa	961		0	False
Q62733	Rattus norvegicus	Metazoa	452		0	False
P35244	Homo sapiens	Metazoa	121		0	False
O55102	Mus musculus	Metazoa	125		0	False
Q9D842	Mus musculus	Metazoa	499		0	False
P93286	Arabidopsis thaliana	Viridiplantae	442		0	True
Q7TNV0	Mus musculus	Metazoa	380		0	False
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114		0	True
Q92619	Homo sapiens	Metazoa	1136		0	False
Q05900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231		0	False
O74113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638		0	False
Q9UPI3	Homo sapiens	Metazoa	526		0	True
Q7Z602	Homo sapiens	Metazoa	305		0	True
Q5FWH3	Mus musculus	Metazoa	603		0	False
Q3MIT2	Homo sapiens	Metazoa	529		0	False
Q00723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242		0	False
Q9HAV4	Homo sapiens	Metazoa	1204		0	False
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222		0	False
Q29455	Bos taurus	Metazoa	198		0	False
Q9FPR3	Arabidopsis thaliana	Viridiplantae	933		0	False
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		0	False
Q5ANE3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	170		0	True
P63220	Homo sapiens	Metazoa	83		0	False
Q5T4T1	Homo sapiens	Metazoa	132		0	True
I3W9F6	Rhizophagus irregularis	Fungi	276		0	True
P82670	Bos taurus	Metazoa	201		0	False
Q18221	Caenorhabditis elegans	Metazoa	1507		0	False
P41224	Rattus norvegicus	Metazoa	301		0	False
P00813	Homo sapiens	Metazoa	363		0	False
Q9EQ61	Mus musculus	Metazoa	584		0	False
G5EED4	Caenorhabditis elegans	Metazoa	655		0	False
Q03079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207		0	False
Q7TQJ8	Mus musculus	Metazoa	398		0	False
Q9U1W1	Caenorhabditis elegans	Metazoa	486		0	False
F4KFT7	Arabidopsis thaliana	Viridiplantae	617		0	False
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307		0	False
Q40477	Nicotiana tabacum	Viridiplantae	225		0	False
P0CT69	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	176		0	False
P42117	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82		0	True
Q9R037	Rattus norvegicus	Metazoa	908		0	False
Q9Y3D5	Homo sapiens	Metazoa	142		0	False
Q6LA53	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	346		0	False
P07954	Homo sapiens	Metazoa	510		0	False
Q5VWP2	Homo sapiens	Metazoa	391		0	False
P36213	Hordeum vulgare	Viridiplantae	205		0	False
Q9UF56	Homo sapiens	Metazoa	701		0	False
P53259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	False
Q8S4F6	Arabidopsis thaliana	Viridiplantae	510		0	False
P05109	Homo sapiens	Metazoa	93		0	False
Q12072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	812		0	False
Q7Z624	Homo sapiens	Metazoa	323		0	False
Q9CQ29	Mus musculus	Metazoa	239		0	False
Q20924	Caenorhabditis elegans	Metazoa	473		0	False
Q9M297	Arabidopsis thaliana	Viridiplantae	1256		0	False
J9VP29	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331		0	False
Q9ULZ2	Homo sapiens	Metazoa	295		0	False
Q8TF40	Homo sapiens	Metazoa	1166		0	False
Q67UU9	Oryza sativa subsp. japonica	Viridiplantae	426		0	False
Q18909	Caenorhabditis elegans	Metazoa	319		0	False
Q12032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		0	False
Q8CEG0	Mus musculus	Metazoa	392		0	True
Q6T4R5	Homo sapiens	Metazoa	1651		0	False
P53208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		0	False
Q7Z695	Homo sapiens	Metazoa	626		0	False
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490		0	False
Q8WYQ3	Homo sapiens	Metazoa	142		0	False
P53615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		0	False
P40160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425		0	False
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373		0	False
A2AKK5	Mus musculus	Metazoa	416		0	False
Q05344	Drosophila melanogaster	Metazoa	723		0	False
O95696	Homo sapiens	Metazoa	1058		0	False
Q5M729	Arabidopsis thaliana	Viridiplantae	539		0	False
Q6P756	Rattus norvegicus	Metazoa	263		0	False
Q9Z0P7	Mus musculus	Metazoa	484		0	False
Q9VH36	Drosophila melanogaster	Metazoa	585		0	False
Q9UTI4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172		0	False
P22516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		0	False
Q63768	Rattus norvegicus	Metazoa	304		0	False
Q12509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	438		0	False
O14013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	556		0	False
Q9M9L6	Arabidopsis thaliana	Viridiplantae	211		0	False
P82403	Spinacia oleracea	Viridiplantae	211		0	False
P52792	Mus musculus	Metazoa	465		0	False
Q9LR64	Arabidopsis thaliana	Viridiplantae	174		0	False
Q9SZ63	Arabidopsis thaliana	Viridiplantae	309		0	False
P40897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799		0	False
Q8WVM0	Homo sapiens	Metazoa	346		0	False
P05982	Rattus norvegicus	Metazoa	274		0	False
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		0	False
Q06109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277		0	False
Q8TBR7	Homo sapiens	Metazoa	257		0	True
Q9FPW4	Arabidopsis thaliana	Viridiplantae	614		0	False
F4I2H7	Arabidopsis thaliana	Viridiplantae	790		0	False
Q96375	Capsicum annuum	Viridiplantae	660		0	False
O88466	Mus musculus	Metazoa	1888		0	False
Q96ST8	Homo sapiens	Metazoa	783		0	False
P45976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	False
P53914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1056		0	False
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False
O77932	Homo sapiens	Metazoa	396		0	False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310		0	False
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182		0	False
P04789	Trypanosoma brucei brucei	Other	250		0	False
P09118	Rattus norvegicus	Metazoa	303		0	False
Q9BVS5	Homo sapiens	Metazoa	477		0	False
Q9NVD7	Homo sapiens	Metazoa	372		0	False
Q3TYA6	Mus musculus	Metazoa	858		0	False
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		0	False
Q38HM4	Mus musculus	Metazoa	350		0	False
P25696	Arabidopsis thaliana	Viridiplantae	444		0	False
A0A0S2UWC9	Petunia hybrida	Viridiplantae	249		0	False
O00291	Homo sapiens	Metazoa	1037		0	False
Q05934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901		0	False
Q9ZNV9	Arabidopsis thaliana	Viridiplantae	154		0	False
C8V329	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	508		0	True
A0FGR9	Homo sapiens	Metazoa	886		0	True
P53267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		0	False
P53188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		0	False
Q9D6J6	Mus musculus	Metazoa	248		0	False
O22130	Arabidopsis thaliana	Viridiplantae	317		0	False
Q09275	Caenorhabditis elegans	Metazoa	382		0	False
P53598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329		0	False
P82926	Bos taurus	Metazoa	106		0	False
P40169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		0	True
O60733	Homo sapiens	Metazoa	806		0	False
Q9NR21	Homo sapiens	Metazoa	338		0	False
Q6P9H5	Homo sapiens	Metazoa	292		0	False
Q8NI36	Homo sapiens	Metazoa	895		0	False
Q03824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705		0	False
Q8LEA8	Arabidopsis thaliana	Viridiplantae	336		0	False
Q8NEG4	Homo sapiens	Metazoa	500		0	False
A4D1E9	Homo sapiens	Metazoa	387		0	False
Q8NF91	Homo sapiens	Metazoa	8797		0	False
O23277	Arabidopsis thaliana	Viridiplantae	1330		0	False
Q42545	Arabidopsis thaliana	Viridiplantae	433		0	False
Q9ESV1	Rattus norvegicus	Metazoa	1051		0	False
Q5YDB5	Arabidopsis thaliana	Viridiplantae	770		0	False
Q9FJW4	Arabidopsis thaliana	Viridiplantae	154		0	False
Q9FNP4	Arabidopsis thaliana	Viridiplantae	174		0	False
Q91YM2	Mus musculus	Metazoa	1499		0	False
Q7SA88	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	439		0	False
P40205	Homo sapiens	Metazoa	109		0	False
Q9NXV2	Homo sapiens	Metazoa	234		0	False
Q8N567	Homo sapiens	Metazoa	271		0	False
Q7XB51	Physcomitrium patens	Viridiplantae	967		0	True
Q12068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342		0	False
Q96T68	Homo sapiens	Metazoa	719		0	False
Q96EL1	Homo sapiens	Metazoa	287		0	False
Q9SFU0	Arabidopsis thaliana	Viridiplantae	1038		0	False
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	False
Q9M365	Arabidopsis thaliana	Viridiplantae	359		0	False
Q9VU77	Drosophila melanogaster	Metazoa	316		0	False
Q9C7S0	Arabidopsis thaliana	Viridiplantae	295		0	False
Q8L960	Arabidopsis thaliana	Viridiplantae	410		0	False
Q9FL12	Arabidopsis thaliana	Viridiplantae	592		0	False
O65220	Arabidopsis thaliana	Viridiplantae	281		0	False
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530		0	False
Q02354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		0	False
Q9BY84	Homo sapiens	Metazoa	665		0	False
Q6AYD3	Rattus norvegicus	Metazoa	394		0	False
Q56P42	Homo sapiens	Metazoa	97		0	False
P31414	Arabidopsis thaliana	Viridiplantae	770		0	True
P41047	Mus musculus	Metazoa	279		0	True
Q03640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1545		0	False
Q9JLI6	Mus musculus	Metazoa	432		0	False
P23023	Drosophila melanogaster	Metazoa	549		0	False
Q96B26	Homo sapiens	Metazoa	276		0	False
Q7M750	Mus musculus	Metazoa	143		0	True
Q6UWS5	Homo sapiens	Metazoa	81		0	False
Q8N292	Homo sapiens	Metazoa	157		0	True
Q9BWW7	Homo sapiens	Metazoa	348		0	False
Q80WJ1	Mus musculus	Metazoa	673		0	False
P25451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		0	False
P18263	Chlamydomonas reinhardtii	Viridiplantae	46		0	True
O60053	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440		0	False
Q9BR61	Homo sapiens	Metazoa	282		0	False
Q9BSF4	Homo sapiens	Metazoa	260		0	True
Q9FNN6	Arabidopsis thaliana	Viridiplantae	298		0	False
Q9UT91	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	211		0	True
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344		0	False
Q8TF01	Homo sapiens	Metazoa	805		0	False
Q96GZ6	Homo sapiens	Metazoa	507		0	True
P21549	Homo sapiens	Metazoa	392		0	False
Q9CRA5	Mus musculus	Metazoa	298		0	False
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151		0	False
P23490	Homo sapiens	Metazoa	312		0	False
P51662	Oryctolagus cuniculus	Metazoa	346		0	False
P41073	Drosophila melanogaster	Metazoa	716		0	False
Q06149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	701		0	False
P09114	Nicotiana tabacum	Viridiplantae	664		0	False
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306		0	False
Q0WUY1	Arabidopsis thaliana	Viridiplantae	534		0	False
Q9Z0S4	Mus musculus	Metazoa	211		0	True
P13002	Drosophila melanogaster	Metazoa	1333		0	False
Q04601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	652		0	False
Q9VC45	Drosophila melanogaster	Metazoa	1954		0	False
Q6NXG1	Homo sapiens	Metazoa	681		0	False
D4AEP3	Rattus norvegicus	Metazoa	194		0	True
P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	False
Q9Y3E7	Homo sapiens	Metazoa	222		0	False
Q9NH52	Caenorhabditis elegans	Metazoa	898		0	False
O60287	Homo sapiens	Metazoa	2271		0	False
P38227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		0	False
O74954	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613		0	False
Q9ESE1	Mus musculus	Metazoa	2856		0	False
Q3UYV9	Mus musculus	Metazoa	790		0	False
Q9UT48	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		0	False
P38818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585		0	False
Q9Y817	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1297		0	False
Q9UBC1	Homo sapiens	Metazoa	381		0	False
Q8W4B2	Arabidopsis thaliana	Viridiplantae	333		0	False
Q12440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	853		0	False
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541		0	False
Q29RF7	Homo sapiens	Metazoa	1337		0	False
Q9SYJ8	Arabidopsis thaliana	Viridiplantae	372		0	False
Q5TAQ9	Homo sapiens	Metazoa	597		0	False
C0HLU2	Homo sapiens	Metazoa	46		0	False
Q9NYK5	Homo sapiens	Metazoa	338		0	False
P18410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259		0	True
Q9LEM8	Chlamydomonas reinhardtii	Viridiplantae	1385		0	False
Q06213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		0	False
O75821	Homo sapiens	Metazoa	320		0	False
A0A0G2K047	Rattus norvegicus	Metazoa	683		0	False
Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		0	False
Q9H299	Homo sapiens	Metazoa	93		0	False
Q3UZD5	Mus musculus	Metazoa	596		0	False
Q96IZ0	Homo sapiens	Metazoa	340		0	False
Q96LI6	Homo sapiens	Metazoa	401		0	False
Q9UJM8	Homo sapiens	Metazoa	370		0	False
Q8L719	Arabidopsis thaliana	Viridiplantae	292		0	False
Q03455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	724		0	True
Q8C206	Mus musculus	Metazoa	330		0	True
D3Z3K2	Mus musculus	Metazoa	276		0	False
Q9HGK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216		0	False
Q9P0N9	Homo sapiens	Metazoa	293		0	False
Q6P9B9	Homo sapiens	Metazoa	1019		0	False
Q8BHK1	Mus musculus	Metazoa	323		0	True
A0A509AER3	Plasmodium berghei (strain Anka)	Other	247		0	False
Q95RQ8	Drosophila melanogaster	Metazoa	683		0	False
Q9C5Q8	Arabidopsis thaliana	Viridiplantae	942		0	False
Q3SYG4	Homo sapiens	Metazoa	887		0	False
Q9P212	Homo sapiens	Metazoa	2302		0	False
Q9SBK6	Brassica rapa subsp. pekinensis	Viridiplantae	392		0	False
Q04311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		0	False
P49662	Homo sapiens	Metazoa	377		0	False
Q53TQ3	Homo sapiens	Metazoa	1027		0	False
Q05728	Arabidopsis thaliana	Viridiplantae	389		0	False
O75056	Homo sapiens	Metazoa	442		0	False
F4JVI3	Arabidopsis thaliana	Viridiplantae	493		0	False
Q1LZ24	Drosophila melanogaster	Metazoa	586		0	False
Q9U7C9	Dictyostelium discoideum	Other	756		0	False
Q9UBP6	Homo sapiens	Metazoa	276		0	False
Q8BMA5	Mus musculus	Metazoa	1420		0	False
Q9SX85	Arabidopsis thaliana	Viridiplantae	887		0	False
Q7L5D6	Homo sapiens	Metazoa	327		0	False
Q54HI5	Dictyostelium discoideum	Other	716		0	False
O14097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	331		0	False
P36120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	742		0	False
Q9VQD6	Drosophila melanogaster	Metazoa	381		0	False
P53991	Chlamydomonas reinhardtii	Viridiplantae	354		0	False
Q10222	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	670		0	False
G5ECG2	Caenorhabditis elegans	Metazoa	467		0	False
P82094	Homo sapiens	Metazoa	1093		0	False
Q2EMV9	Mus musculus	Metazoa	1817		0	False
Q86WX3	Homo sapiens	Metazoa	136		0	False
Q9FX31	Arabidopsis thaliana	Viridiplantae	722		0	False
P0DPK0	Xenopus laevis	Metazoa	237		0	False
G5EFY7	Caenorhabditis elegans	Metazoa	295		0	False
Q9FK13	Arabidopsis thaliana	Viridiplantae	272		0	False
O82265	Arabidopsis thaliana	Viridiplantae	1098		0	False
Q8K4Z2	Mus musculus	Metazoa	240		0	False
Q9BQA5	Homo sapiens	Metazoa	517		0	False
Q9VQI9	Drosophila melanogaster	Metazoa	1673		0	False
Q7XK25	Oryza sativa subsp. japonica	Viridiplantae	475		0	False
Q40460	Nicotiana tabacum	Viridiplantae	442		0	False
Q3UNH4	Mus musculus	Metazoa	932		0	False
Q9H3L0	Homo sapiens	Metazoa	296		0	False
Q6PJG6	Homo sapiens	Metazoa	821		0	False
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584		0	False
Q09902	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	85		0	False
Q12167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		0	False
Q9NR83	Homo sapiens	Metazoa	387		0	False
P50896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841		0	False
Q9N4M4	Caenorhabditis elegans	Metazoa	8545		0	False
Q03565	Caenorhabditis elegans	Metazoa	89		0	False
Q80TT2	Mus musculus	Metazoa	1150		0	False
Q34807	Wickerhamomyces canadensis	Fungi	231		0	False
F4JV80	Arabidopsis thaliana	Viridiplantae	155		0	False
Q6PCP7	Mus musculus	Metazoa	798		0	True
Q9Y6I9	Homo sapiens	Metazoa	313		0	True
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568		0	False
A2VEY9	Drosophila melanogaster	Metazoa	693		0	True
Q8WYK0	Homo sapiens	Metazoa	555		0	False
P56182	Homo sapiens	Metazoa	461		0	False
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956		0	False
Q8CI15	Mus musculus	Metazoa	382		0	False
Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198		0	False
Q9BPX3	Homo sapiens	Metazoa	1015		0	False
P43557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207		0	False
Q39214	Arabidopsis thaliana	Viridiplantae	926		0	False
O74778	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		0	False
Q9UGC7	Homo sapiens	Metazoa	380		0	False
Q8VHL0	Mus musculus	Metazoa	384		0	True
P38634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284		0	False
P38264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	True
Q04177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643		0	False
O01670	Lymnaea stagnalis	Metazoa	578		0	True
P62913	Homo sapiens	Metazoa	178		0	False
Q13868	Homo sapiens	Metazoa	293		0	False
Q8WX92	Homo sapiens	Metazoa	580		0	False
B0L3A2	Homo sapiens	Metazoa	85		0	True
F4JW79	Arabidopsis thaliana	Viridiplantae	1493		0	False
P79005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663		0	False
P51557	Mus musculus	Metazoa	284		0	False
P54797	Mus musculus	Metazoa	276		0	False
Q62908	Rattus norvegicus	Metazoa	193		0	False
Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		0	False
P46818	Sinapis alba	Viridiplantae	1078		0	False
Q03188	Homo sapiens	Metazoa	943		0	False
O74478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587		0	False
O94609	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1012		0	False
Q9Y4X0	Homo sapiens	Metazoa	333		0	False
Q8BGW0	Mus musculus	Metazoa	636		0	False
Q9P275	Homo sapiens	Metazoa	1123		0	False
Q9SY69	Arabidopsis thaliana	Viridiplantae	913		0	False
Q6P7B7	Rattus norvegicus	Metazoa	404		0	True
Q86V15	Homo sapiens	Metazoa	1759		0	False
P27793	Capnoides sempervirens	Viridiplantae	447		0	False
P59648	Mus musculus	Metazoa	80		0	True
P52923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	378		0	True
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		0	False
P48732	Arabidopsis thaliana	Viridiplantae	543		0	False
O74804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490		0	False
P22134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		0	False
Q6PJW8	Homo sapiens	Metazoa	725		0	False
P18480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	905		0	False
Q96JX3	Homo sapiens	Metazoa	654		0	True
Q9VZL5	Drosophila melanogaster	Metazoa	485		0	False
Q9S736	Arabidopsis thaliana	Viridiplantae	566		0	False
P40161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		0	False
Q86XA0	Homo sapiens	Metazoa	190		0	False
Q03281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663		0	False
P07249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False
V5IRA3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	95		0	False
